year,reason_for_stop,subject_race
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,unknown
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,NA
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,NA
2018,NA,NA
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,NA
2018,NA,unknown
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,unknown
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,unknown
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,asian/pacific islander
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,NA
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,NA
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,NA
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,unknown
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,unknown
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,NA
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,black
2018,NA,black
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,NA
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,asian/pacific islander
2018,NA,black
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,black
2018,NA,NA
2018,NA,asian/pacific islander
2018,NA,unknown
2018,NA,NA
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,NA
2018,NA,white
2018,NA,white
2018,NA,white
